"","state","date","site","dailycases","note","data","region"
"1","Algeria",2020-03-15,"Adrar",1,NA,NA,NA
"2","Algeria",2020-03-24,"Adrar",1,NA,NA,NA
"3","Algeria",2020-04-01,"Adrar",1,NA,NA,NA
"4","Algeria",2020-03-25,"Ain Defla",1,NA,NA,NA
"5","Algeria",2020-03-27,"Ain Defla",1,NA,NA,NA
"6","Algeria",2020-03-28,"Ain Defla",1,NA,NA,NA
"7","Algeria",2020-03-29,"Ain Defla",9,NA,NA,NA
"8","Algeria",2020-03-30,"Ain Defla",2,NA,NA,NA
"9","Algeria",2020-03-31,"Ain Defla",2,NA,NA,NA
"10","Algeria",2020-04-01,"Ain Defla",2,NA,NA,NA
"11","Algeria",2020-04-02,"Ain Defla",5,NA,NA,NA
"12","Algeria",2020-04-03,"Ain Defla",8,NA,NA,NA
"13","Algeria",2020-03-23,"Ain Témouchent",1,NA,NA,NA
"14","Algeria",2020-03-30,"Ain Témouchent",1,NA,NA,NA
"15","Algeria",2020-03-31,"Ain Témouchent",1,NA,NA,NA
"16","Algeria",2020-04-01,"Ain Témouchent",2,NA,NA,NA
"17","Algeria",2020-04-03,"Ain Témouchent",1,NA,NA,NA
"18","Algeria",2020-04-04,"Ain Témouchent",1,NA,NA,NA
"19","Algeria",2020-03-13,"Alger",1,NA,NA,NA
"20","Algeria",2020-03-16,"Alger",2,NA,NA,NA
"21","Algeria",2020-03-18,"Alger",5,NA,NA,NA
"22","Algeria",2020-03-19,"Alger",4,NA,NA,NA
"23","Algeria",2020-03-21,"Alger",2,NA,NA,NA
"24","Algeria",2020-03-22,"Alger",12,NA,NA,NA
"25","Algeria",2020-03-23,"Alger",7,NA,NA,NA
"26","Algeria",2020-03-24,"Alger",12,NA,NA,NA
"27","Algeria",2020-03-25,"Alger",11,NA,NA,NA
"28","Algeria",2020-03-26,"Alger",11,NA,NA,NA
"29","Algeria",2020-03-27,"Alger",6,NA,NA,NA
"30","Algeria",2020-03-28,"Alger",8,NA,NA,NA
"31","Algeria",2020-03-29,"Alger",10,NA,NA,NA
"32","Algeria",2020-03-30,"Alger",14,NA,NA,NA
"33","Algeria",2020-03-31,"Alger",20,NA,NA,NA
"34","Algeria",2020-04-01,"Alger",11,NA,NA,NA
"35","Algeria",2020-04-02,"Alger",18,NA,NA,NA
"36","Algeria",2020-04-03,"Alger",29,NA,NA,NA
"37","Algeria",2020-04-04,"Alger",24,NA,NA,NA
"38","Algeria",2020-03-16,"Annaba",1,NA,NA,NA
"39","Algeria",2020-03-19,"Annaba",3,NA,NA,NA
"40","Algeria",2020-03-21,"Annaba",2,NA,NA,NA
"41","Algeria",2020-04-03,"Annaba",2,NA,NA,NA
"42","Algeria",2020-04-04,"Annaba",1,NA,NA,NA
"43","Algeria",2020-03-26,"Batna",2,NA,NA,NA
"44","Algeria",2020-04-01,"Batna",4,NA,NA,NA
"45","Algeria",2020-04-02,"Batna",6,NA,NA,NA
"46","Algeria",2020-04-04,"Batna",2,NA,NA,NA
"47","Algeria",2020-04-03,"Bechar",1,NA,NA,NA
"48","Algeria",2020-03-17,"Bejaia",1,NA,NA,NA
"49","Algeria",2020-03-22,"Bejaia",4,NA,NA,NA
"50","Algeria",2020-03-27,"Bejaia",3,NA,NA,NA
"51","Algeria",2020-03-28,"Bejaia",3,NA,NA,NA
"52","Algeria",2020-03-29,"Bejaia",4,NA,NA,NA
"53","Algeria",2020-03-30,"Bejaia",5,NA,NA,NA
"54","Algeria",2020-03-31,"Bejaia",6,NA,NA,NA
"55","Algeria",2020-04-01,"Bejaia",3,NA,NA,NA
"56","Algeria",2020-04-02,"Bejaia",7,NA,NA,NA
"57","Algeria",2020-04-03,"Bejaia",10,NA,NA,NA
"58","Algeria",2020-04-04,"Bejaia",4,NA,NA,NA
"59","Algeria",2020-03-25,"Biskra",1,NA,NA,NA
"60","Algeria",2020-03-27,"Biskra",1,NA,NA,NA
"61","Algeria",2020-04-03,"Biskra",4,NA,NA,NA
"62","Algeria",2020-03-01,"Blida",2,NA,NA,NA
"63","Algeria",2020-03-02,"Blida",2,NA,NA,NA
"64","Algeria",2020-03-04,"Blida",7,NA,NA,NA
"65","Algeria",2020-03-05,"Blida",5,NA,NA,NA
"66","Algeria",2020-03-12,"Blida",5,NA,NA,NA
"67","Algeria",2020-03-13,"Blida",8,NA,NA,NA
"68","Algeria",2020-03-15,"Blida",15,NA,NA,NA
"69","Algeria",2020-03-18,"Blida",3,NA,NA,NA
"70","Algeria",2020-03-21,"Blida",31,NA,NA,NA
"71","Algeria",2020-03-22,"Blida",31,NA,NA,NA
"72","Algeria",2020-03-23,"Blida",15,NA,NA,NA
"73","Algeria",2020-03-24,"Blida",11,NA,NA,NA
"74","Algeria",2020-03-25,"Blida",15,NA,NA,NA
"75","Algeria",2020-03-26,"Blida",26,NA,NA,NA
"76","Algeria",2020-03-27,"Blida",4,NA,NA,NA
"77","Algeria",2020-03-28,"Blida",12,NA,NA,NA
"78","Algeria",2020-03-29,"Blida",27,NA,NA,NA
"79","Algeria",2020-03-30,"Blida",25,NA,NA,NA
"80","Algeria",2020-03-31,"Blida",50,NA,NA,NA
"81","Algeria",2020-04-01,"Blida",48,NA,NA,NA
"82","Algeria",2020-04-02,"Blida",43,NA,NA,NA
"83","Algeria",2020-04-03,"Blida",47,NA,NA,NA
"84","Algeria",2020-04-04,"Blida",15,NA,NA,NA
"85","Algeria",2020-03-16,"Bordj Bou-Arreridj",1,NA,NA,NA
"86","Algeria",2020-03-19,"Bordj Bou-Arreridj",1,NA,NA,NA
"87","Algeria",2020-03-25,"Bordj Bou-Arreridj",1,NA,NA,NA
"88","Algeria",2020-03-26,"Bordj Bou-Arreridj",2,NA,NA,NA
"89","Algeria",2020-03-29,"Bordj Bou-Arreridj",1,NA,NA,NA
"90","Algeria",2020-03-30,"Bordj Bou-Arreridj",2,NA,NA,NA
"91","Algeria",2020-03-31,"Bordj Bou-Arreridj",3,NA,NA,NA
"92","Algeria",2020-04-02,"Bordj Bou-Arreridj",1,NA,NA,NA
"93","Algeria",2020-04-03,"Bordj Bou-Arreridj",9,NA,NA,NA
"94","Algeria",2020-04-04,"Bordj Bou-Arreridj",4,NA,NA,NA
"95","Algeria",2020-03-16,"Bouira",1,NA,NA,NA
"96","Algeria",2020-03-19,"Bouira",1,NA,NA,NA
"97","Algeria",2020-03-22,"Bouira",1,NA,NA,NA
"98","Algeria",2020-03-30,"Bouira",1,NA,NA,NA
"99","Algeria",2020-03-31,"Bouira",2,NA,NA,NA
"100","Algeria",2020-04-01,"Bouira",1,NA,NA,NA
"101","Algeria",2020-04-02,"Bouira",2,NA,NA,NA
"102","Algeria",2020-04-03,"Bouira",1,NA,NA,NA
"103","Algeria",2020-03-19,"Boumerdes",1,NA,NA,NA
"104","Algeria",2020-03-22,"Boumerdes",1,NA,NA,NA
"105","Algeria",2020-03-26,"Boumerdes",2,NA,NA,NA
"106","Algeria",2020-03-30,"Boumerdes",2,NA,NA,NA
"107","Algeria",2020-03-31,"Boumerdes",3,NA,NA,NA
"108","Algeria",2020-04-01,"Boumerdes",1,NA,NA,NA
"109","Algeria",2020-04-02,"Boumerdes",1,NA,NA,NA
"110","Algeria",2020-04-03,"Boumerdes",3,NA,NA,NA
"111","Algeria",2020-04-04,"Boumerdes",2,NA,NA,NA
"112","Algeria",2020-03-23,"Chlef",1,NA,NA,NA
"113","Algeria",2020-03-28,"Chlef",1,NA,NA,NA
"114","Algeria",2020-03-29,"Chlef",2,NA,NA,NA
"115","Algeria",2020-03-30,"Chlef",1,NA,NA,NA
"116","Algeria",2020-03-31,"Chlef",2,NA,NA,NA
"117","Algeria",2020-04-01,"Chlef",1,NA,NA,NA
"118","Algeria",2020-04-02,"Chlef",2,NA,NA,NA
"119","Algeria",2020-04-03,"Chlef",5,NA,NA,NA
"120","Algeria",2020-03-22,"Constantine",1,NA,NA,NA
"121","Algeria",2020-03-26,"Constantine",2,NA,NA,NA
"122","Algeria",2020-03-31,"Constantine",5,NA,NA,NA
"123","Algeria",2020-04-01,"Constantine",3,NA,NA,NA
"124","Algeria",2020-04-03,"Constantine",1,NA,NA,NA
"125","Algeria",2020-04-04,"Constantine",5,NA,NA,NA
"126","Algeria",2020-03-27,"Djelfa",2,NA,NA,NA
"127","Algeria",2020-04-01,"Djelfa",3,NA,NA,NA
"128","Algeria",2020-04-02,"Djelfa",2,NA,NA,NA
"129","Algeria",2020-04-03,"Djelfa",1,NA,NA,NA
"130","Algeria",2020-04-04,"Djelfa",3,NA,NA,NA
"131","Algeria",2020-03-19,"El Oued",2,NA,NA,NA
"132","Algeria",2020-03-22,"El Oued",1,NA,NA,NA
"133","Algeria",2020-03-24,"El Oued",1,NA,NA,NA
"134","Algeria",2020-03-26,"El Oued",1,NA,NA,NA
"135","Algeria",2020-03-31,"El Oued",2,NA,NA,NA
"136","Algeria",2020-04-01,"El Oued",9,NA,NA,NA
"137","Algeria",2020-03-27,"El Tarf",2,NA,NA,NA
"138","Algeria",2020-03-31,"El Tarf",2,NA,NA,NA
"139","Algeria",2020-03-27,"Ghardaia",1,NA,NA,NA
"140","Algeria",2020-04-01,"Ghardaia",1,NA,NA,NA
"141","Algeria",2020-03-15,"Guelma",1,NA,NA,NA
"142","Algeria",2020-03-22,"Guelma",1,NA,NA,NA
"143","Algeria",2020-03-30,"Guelma",1,NA,NA,NA
"144","Algeria",2020-03-31,"Illizi",1,NA,NA,NA
"145","Algeria",2020-03-23,"Jijel",1,NA,NA,NA
"146","Algeria",2020-03-25,"Jijel",1,NA,NA,NA
"147","Algeria",2020-03-31,"Jijel",2,NA,NA,NA
"148","Algeria",2020-04-01,"Jijel",7,NA,NA,NA
"149","Algeria",2020-04-03,"Jijel",4,NA,NA,NA
"150","Algeria",2020-04-04,"Jijel",2,NA,NA,NA
"151","Algeria",2020-03-21,"Khenchela",1,NA,NA,NA
"152","Algeria",2020-03-24,"Khenchela",1,NA,NA,NA
"153","Algeria",2020-04-04,"Khenchela",1,NA,NA,NA
"154","Algeria",2020-03-26,"Laghouat",1,NA,NA,NA
"155","Algeria",2020-03-31,"M'sila",1,NA,NA,NA
"156","Algeria",2020-04-03,"M'sila",1,NA,NA,NA
"157","Algeria",2020-03-05,"Mascara",2,NA,NA,NA
"158","Algeria",2020-03-25,"Mascara",1,NA,NA,NA
"159","Algeria",2020-03-27,"Mascara",2,NA,NA,NA
"160","Algeria",2020-03-31,"Mascara",2,NA,NA,NA
"161","Algeria",2020-04-01,"Mascara",2,NA,NA,NA
"162","Algeria",2020-04-02,"Mascara",1,NA,NA,NA
"163","Algeria",2020-04-03,"Mascara",5,NA,NA,NA
"164","Algeria",2020-03-18,"Médéa",1,NA,NA,NA
"165","Algeria",2020-03-19,"Médéa",1,NA,NA,NA
"166","Algeria",2020-03-25,"Médéa",1,NA,NA,NA
"167","Algeria",2020-03-26,"Médéa",1,NA,NA,NA
"168","Algeria",2020-03-27,"Médéa",3,NA,NA,NA
"169","Algeria",2020-03-28,"Médéa",3,NA,NA,NA
"170","Algeria",2020-03-31,"Médéa",7,NA,NA,NA
"171","Algeria",2020-04-01,"Médéa",4,NA,NA,NA
"172","Algeria",2020-04-02,"Médéa",1,NA,NA,NA
"173","Algeria",2020-04-04,"Médéa",3,NA,NA,NA
"174","Algeria",2020-04-04,"Mila",1,NA,NA,NA
"175","Algeria",2020-03-23,"Mostaganem",1,NA,NA,NA
"176","Algeria",2020-03-26,"Mostaganem",1,NA,NA,NA
"177","Algeria",2020-03-27,"Mostaganem",3,NA,NA,NA
"178","Algeria",2020-04-01,"Mostaganem",2,NA,NA,NA
"179","Algeria",2020-04-02,"Mostaganem",10,NA,NA,NA
"180","Algeria",2020-04-03,"Mostaganem",1,NA,NA,NA
"181","Algeria",2020-03-19,"Oran",1,NA,NA,NA
"182","Algeria",2020-03-20,"Oran",5,NA,NA,NA
"183","Algeria",2020-03-22,"Oran",6,NA,NA,NA
"184","Algeria",2020-03-24,"Oran",1,NA,NA,NA
"185","Algeria",2020-03-25,"Oran",1,NA,NA,NA
"186","Algeria",2020-03-26,"Oran",2,NA,NA,NA
"187","Algeria",2020-03-27,"Oran",4,NA,NA,NA
"188","Algeria",2020-03-28,"Oran",2,NA,NA,NA
"189","Algeria",2020-03-29,"Oran",4,NA,NA,NA
"190","Algeria",2020-03-30,"Oran",8,NA,NA,NA
"191","Algeria",2020-03-31,"Oran",10,NA,NA,NA
"192","Algeria",2020-04-01,"Oran",4,NA,NA,NA
"193","Algeria",2020-04-02,"Oran",14,NA,NA,NA
"194","Algeria",2020-04-03,"Oran",2,NA,NA,NA
"195","Algeria",2020-04-04,"Oran",1,NA,NA,NA
"196","Algeria",2020-02-25,"Ouargla",1,NA,NA,NA
"197","Algeria",2020-04-01,"Ouargla",1,NA,NA,NA
"198","Algeria",2020-03-26,"Oum El Bouaghi",2,NA,NA,NA
"199","Algeria",2020-04-01,"Oum El Bouaghi",2,NA,NA,NA
"200","Algeria",2020-04-03,"Oum El Bouaghi",2,NA,NA,NA
"201","Algeria",2020-04-04,"Oum El Bouaghi",1,NA,NA,NA
"202","Algeria",2020-03-21,"Relizane",1,NA,NA,NA
"203","Algeria",2020-04-01,"Relizane",2,NA,NA,NA
"204","Algeria",2020-04-02,"Relizane",2,NA,NA,NA
"205","Algeria",2020-04-03,"Relizane",2,NA,NA,NA
"206","Algeria",2020-03-19,"Sétif",1,NA,NA,NA
"207","Algeria",2020-03-24,"Sétif",1,NA,NA,NA
"208","Algeria",2020-03-25,"Sétif",2,NA,NA,NA
"209","Algeria",2020-03-26,"Sétif",3,NA,NA,NA
"210","Algeria",2020-03-27,"Sétif",1,NA,NA,NA
"211","Algeria",2020-03-28,"Sétif",2,NA,NA,NA
"212","Algeria",2020-03-30,"Sétif",2,NA,NA,NA
"213","Algeria",2020-03-31,"Sétif",7,NA,NA,NA
"214","Algeria",2020-04-01,"Sétif",4,NA,NA,NA
"215","Algeria",2020-04-02,"Sétif",2,NA,NA,NA
"216","Algeria",2020-04-03,"Sétif",18,NA,NA,NA
"217","Algeria",2020-04-04,"Sétif",4,NA,NA,NA
"218","Algeria",2020-03-23,"Sidi Bel Abbes",1,NA,NA,NA
"219","Algeria",2020-03-27,"Sidi Bel Abbes",1,NA,NA,NA
"220","Algeria",2020-03-28,"Sidi Bel Abbes",1,NA,NA,NA
"221","Algeria",2020-03-30,"Sidi Bel Abbes",1,NA,NA,NA
"222","Algeria",2020-03-31,"Sidi Bel Abbes",2,NA,NA,NA
"223","Algeria",2020-04-01,"Sidi Bel Abbes",2,NA,NA,NA
"224","Algeria",2020-04-02,"Sidi Bel Abbes",1,NA,NA,NA
"225","Algeria",2020-04-03,"Sidi Bel Abbes",1,NA,NA,NA
"226","Algeria",2020-03-17,"Skikda",1,NA,NA,NA
"227","Algeria",2020-03-19,"Skikda",4,NA,NA,NA
"228","Algeria",2020-03-21,"Skikda",2,NA,NA,NA
"229","Algeria",2020-03-22,"Skikda",1,NA,NA,NA
"230","Algeria",2020-04-01,"Skikda",4,NA,NA,NA
"231","Algeria",2020-04-02,"Skikda",1,NA,NA,NA
"232","Algeria",2020-04-03,"Skikda",4,NA,NA,NA
"233","Algeria",2020-03-12,"Souk-Ahras",1,NA,NA,NA
"234","Algeria",2020-03-26,"Souk-Ahras",1,NA,NA,NA
"235","Algeria",2020-03-27,"Souk-Ahras",1,NA,NA,NA
"236","Algeria",2020-04-01,"Souk-Ahras",1,NA,NA,NA
"237","Algeria",2020-04-03,"Souk-Ahras",2,NA,NA,NA
"238","Algeria",2020-04-03,"Tebessa",1,NA,NA,NA
"239","Algeria",2020-04-04,"Tebessa",2,NA,NA,NA
"240","Algeria",2020-04-02,"Tiaret",1,NA,NA,NA
"241","Algeria",2020-03-23,"Tipaza",1,NA,NA,NA
"242","Algeria",2020-03-24,"Tipaza",3,NA,NA,NA
"243","Algeria",2020-03-25,"Tipaza",1,NA,NA,NA
"244","Algeria",2020-03-26,"Tipaza",4,NA,NA,NA
"245","Algeria",2020-03-27,"Tipaza",3,NA,NA,NA
"246","Algeria",2020-03-28,"Tipaza",2,NA,NA,NA
"247","Algeria",2020-03-30,"Tipaza",4,NA,NA,NA
"248","Algeria",2020-04-01,"Tipaza",3,NA,NA,NA
"249","Algeria",2020-04-02,"Tipaza",6,NA,NA,NA
"250","Algeria",2020-04-03,"Tipaza",5,NA,NA,NA
"251","Algeria",2020-04-04,"Tipaza",2,NA,NA,NA
"252","Algeria",2020-03-19,"Tissemsilt",1,NA,NA,NA
"253","Algeria",2020-04-02,"Tissemsilt",1,NA,NA,NA
"254","Algeria",2020-03-11,"Tizi Ouzou",1,NA,NA,NA
"255","Algeria",2020-03-13,"Tizi Ouzou",2,NA,NA,NA
"256","Algeria",2020-03-16,"Tizi Ouzou",1,NA,NA,NA
"257","Algeria",2020-03-18,"Tizi Ouzou",1,NA,NA,NA
"258","Algeria",2020-03-19,"Tizi Ouzou",2,NA,NA,NA
"259","Algeria",2020-03-21,"Tizi Ouzou",1,NA,NA,NA
"260","Algeria",2020-03-22,"Tizi Ouzou",3,NA,NA,NA
"261","Algeria",2020-03-24,"Tizi Ouzou",1,NA,NA,NA
"262","Algeria",2020-03-25,"Tizi Ouzou",2,NA,NA,NA
"263","Algeria",2020-03-27,"Tizi Ouzou",4,NA,NA,NA
"264","Algeria",2020-03-28,"Tizi Ouzou",6,NA,NA,NA
"265","Algeria",2020-03-30,"Tizi Ouzou",3,NA,NA,NA
"266","Algeria",2020-03-31,"Tizi Ouzou",2,NA,NA,NA
"267","Algeria",2020-04-01,"Tizi Ouzou",2,NA,NA,NA
"268","Algeria",2020-04-02,"Tizi Ouzou",9,NA,NA,NA
"269","Algeria",2020-04-04,"Tizi Ouzou",1,NA,NA,NA
"270","Algeria",2020-03-23,"Tlemcen",1,NA,NA,NA
"271","Algeria",2020-03-24,"Tlemcen",2,NA,NA,NA
"272","Algeria",2020-03-26,"Tlemcen",4,NA,NA,NA
"273","Algeria",2020-03-28,"Tlemcen",4,NA,NA,NA
"274","Algeria",2020-03-30,"Tlemcen",1,NA,NA,NA
"275","Algeria",2020-04-01,"Tlemcen",1,NA,NA,NA
"276","Algeria",2020-04-02,"Tlemcen",3,NA,NA,NA
"277","Algeria",2020-04-03,"Tlemcen",15,NA,NA,NA
"278","Algeria",2020-04-04,"Tlemcen",1,NA,NA,NA
"279","Ethiopia",2020-03-27,"addis Ababa",1,NA,NA,NA
"280","Ethiopia",2020-03-13,"Addis Ababa",1,NA,NA,NA
"281","Ethiopia",2020-03-15,"Addis Ababa",4,NA,NA,NA
"282","Ethiopia",2020-03-17,"Addis Ababa",1,NA,NA,NA
"283","Ethiopia",2020-03-19,"Addis Ababa",3,NA,NA,NA
"284","Ethiopia",2020-03-22,"Addis Ababa",2,NA,NA,NA
"285","Ethiopia",2020-03-24,"Addis Ababa",1,NA,NA,NA
"286","Ethiopia",2020-03-27,"Addis Ababa",2,NA,NA,NA
"287","Ethiopia",2020-03-28,"Addis Ababa",1,NA,NA,NA
"288","Ethiopia",2020-03-29,"Addis Ababa",2,NA,NA,NA
"289","Ethiopia",2020-03-31,"Addis Ababa",3,NA,NA,NA
"290","Ethiopia",2020-04-01,"Addis Ababa",3,NA,NA,NA
"291","Ethiopia",2020-04-03,"Addis Ababa",5,NA,NA,NA
"292","Ethiopia",2020-04-04,"Addis Ababa",3,NA,NA,NA
"293","Ethiopia",2020-04-05,"Addis Ababa",5,NA,NA,NA
"294","Ethiopia",2020-04-07,"Addis Ababa",8,NA,NA,NA
"295","Ethiopia",2020-04-08,"Addis Ababa",2,NA,NA,NA
"296","Ethiopia",2020-04-09,"Addis Ababa",1,NA,NA,NA
"297","Ethiopia",2020-04-10,"Addis Ababa",9,NA,NA,NA
"298","Ethiopia",2020-04-11,"Addis Ababa",4,NA,NA,NA
"299","Ethiopia",2020-04-12,"Addis Ababa",2,NA,NA,NA
"300","Ethiopia",2020-04-13,"Addis Ababa",3,NA,NA,NA
"301","Ethiopia",2020-04-14,"Addis Ababa",8,NA,NA,NA
"302","Ethiopia",2020-04-15,"Addis Ababa",3,NA,NA,NA
"303","Ethiopia",2020-04-16,"Addis Ababa",7,NA,NA,NA
"304","Ethiopia",2020-04-17,"Addis Ababa",3,NA,NA,NA
"305","Ethiopia",2020-04-18,"Addis Ababa",5,NA,NA,NA
"306","Ethiopia",2020-04-19,"Addis Ababa",3,NA,NA,NA
"307","Ethiopia",2020-04-21,"Addis Ababa",2,NA,NA,NA
"308","Ethiopia",2020-04-22,"Addis Ababa",1,NA,NA,NA
"309","Ethiopia",2020-04-24,"Addis Ababa",1,NA,NA,NA
"310","Ethiopia",2020-04-25,"Addis Ababa",1,NA,NA,NA
"311","Ethiopia",2020-04-27,"Addis Ababa",1,NA,NA,NA
"312","Ethiopia",2020-04-28,"Addis Ababa",2,NA,NA,NA
"313","Ethiopia",2020-04-29,"Addis Ababa",3,NA,NA,NA
"314","Ethiopia",2020-05-01,"Addis Ababa",2,NA,NA,NA
"315","Ethiopia",2020-05-03,"Addis Ababa",1,NA,NA,NA
"316","Ethiopia",2020-05-04,"Addis Ababa",4,NA,NA,NA
"317","Ethiopia",2020-05-05,"Addis Ababa",2,NA,NA,NA
"318","Ethiopia",2020-05-06,"Addis Ababa",4,NA,NA,NA
"319","Ethiopia",2020-04-22,"Afar",1,NA,NA,NA
"320","Ethiopia",2020-05-05,"Afar",2,NA,NA,NA
"321","Ethiopia",2020-05-06,"Afar",7,NA,NA,NA
"322","Ethiopia",2020-03-30,"Amhara",2,NA,NA,NA
"323","Ethiopia",2020-04-08,"Amhara",1,NA,NA,NA
"324","Ethiopia",2020-04-17,"Amhara",1,NA,NA,NA
"325","Ethiopia",2020-04-30,"Amhara",1,NA,NA,NA
"326","Ethiopia",2020-05-04,"Amhara",1,NA,NA,NA
"327","Ethiopia",2020-03-31,"Dire Dawa",1,NA,NA,NA
"328","Ethiopia",2020-04-03,"Dire Dawa",1,NA,NA,NA
"329","Ethiopia",2020-04-18,"Dire Dawa",3,NA,NA,NA
"330","Ethiopia",2020-04-20,"Dire Dawa",3,NA,NA,NA
"331","Ethiopia",2020-03-27,"Oromia",1,NA,NA,NA
"332","Ethiopia",2020-03-28,"Oromia",2,NA,NA,NA
"333","Ethiopia",2020-04-06,"Oromia",1,NA,NA,NA
"334","Ethiopia",2020-04-18,"Oromia",1,NA,NA,NA
"335","Ethiopia",2020-04-21,"Oromia",1,NA,NA,NA
"336","Ethiopia",2020-04-25,"Oromia",4,NA,NA,NA
"337","Ethiopia",2020-04-29,"Oromia",1,NA,NA,NA
"338","Ethiopia",2020-05-05,"Oromia",1,NA,NA,NA
"339","Ethiopia",2020-05-03,"SNNPR",1,NA,NA,NA
"340","Ethiopia",2020-04-26,"Somali",1,NA,NA,NA
"341","Ethiopia",2020-05-06,"Somali",6,NA,NA,NA
"342","Ghana",2020-03-19,"Ashanti Region",2,NA,NA,NA
"343","Ghana",2020-03-20,"Ashanti Region",1,NA,NA,NA
"344","Ghana",2020-03-29,"Ashanti Region",1,NA,NA,NA
"345","Ghana",2020-03-12,"Greater Accra Region",2,NA,NA,NA
"346","Ghana",2020-03-13,"Greater Accra Region",2,NA,NA,NA
"347","Ghana",2020-03-14,"Greater Accra Region",2,NA,NA,NA
"348","Ghana",2020-03-17,"Greater Accra Region",1,NA,NA,NA
"349","Ghana",2020-03-18,"Greater Accra Region",2,NA,NA,NA
"350","Ghana",2020-03-19,"Greater Accra Region",5,NA,NA,NA
"351","Ghana",2020-03-20,"Greater Accra Region",2,NA,NA,NA
"352","Ghana",2020-03-29,"Northern Region",10,NA,NA,NA
"353","Ghana",2020-03-27,"Upper West Region",1,NA,NA,NA
"354","Niger",2020-03-19,"Niamey Capital District",1,NA,NA,NA
"355","Niger",2020-03-21,"Niamey Capital District",1,NA,NA,NA
"356","Niger",2020-03-22,"Niamey Capital District",1,NA,NA,NA
"357","Niger",2020-03-24,"Niamey Capital District",5,NA,NA,NA
"358","Niger",2020-03-26,"Niamey Capital District",2,NA,NA,NA
"359","Niger",2020-03-28,"Niamey Capital District",11,NA,NA,NA
"360","Niger",2020-03-29,"Niamey Capital District",1,NA,NA,NA
"361","Niger",2020-03-30,"Niamey Capital District",5,NA,NA,NA
"362","Niger",2020-04-01,"Niamey Capital District",45,NA,NA,NA
"363","Nigeria",NA,NA,2,NA,2020-04-20,"Abia"
"364","Nigeria",NA,NA,3,NA,2020-05-17,"Abia"
"365","Nigeria",NA,NA,3,NA,2020-03-21,"Abuja"
"366","Nigeria",NA,NA,1,NA,2020-03-22,"Abuja"
"367","Nigeria",NA,NA,3,NA,2020-03-23,"Abuja"
"368","Nigeria",NA,NA,1,NA,2020-03-24,"Abuja"
"369","Nigeria",NA,NA,2,NA,2020-03-25,"Abuja"
"370","Nigeria",NA,NA,4,NA,2020-03-26,"Abuja"
"371","Nigeria",NA,NA,2,NA,2020-03-28,"Abuja"
"372","Nigeria",NA,NA,5,NA,2020-03-29,"Abuja"
"373","Nigeria",NA,NA,4,NA,2020-03-30,"Abuja"
"374","Nigeria",NA,NA,3,NA,2020-03-31,"Abuja"
"375","Nigeria",NA,NA,7,NA,2020-04-01,"Abuja"
"376","Nigeria",NA,NA,3,NA,2020-04-02,"Abuja"
"377","Nigeria",NA,NA,3,NA,2020-04-03,"Abuja"
"378","Nigeria",NA,NA,2,NA,2020-04-04,"Abuja"
"379","Nigeria",NA,NA,4,NA,2020-04-05,"Abuja"
"380","Nigeria",NA,NA,1,NA,2020-04-06,"Abuja"
"381","Nigeria",NA,NA,2,NA,2020-04-07,"Abuja"
"382","Nigeria",NA,NA,4,NA,2020-04-08,"Abuja"
"383","Nigeria",NA,NA,2,NA,2020-04-10,"Abuja"
"384","Nigeria",NA,NA,2,NA,2020-04-14,"Abuja"
"385","Nigeria",NA,NA,9,NA,2020-04-16,"Abuja"
"386","Nigeria",NA,NA,2,NA,2020-04-17,"Abuja"
"387","Nigeria",NA,NA,12,NA,2020-04-18,"Abuja"
"388","Nigeria",NA,NA,7,NA,2020-04-19,"Abuja"
"389","Nigeria",NA,NA,1,NA,2020-04-20,"Abuja"
"390","Nigeria",NA,NA,29,NA,2020-04-21,"Abuja"
"391","Nigeria",NA,NA,1,NA,2020-04-22,"Abuja"
"392","Nigeria",NA,NA,14,NA,2020-04-23,"Abuja"
"393","Nigeria",NA,NA,5,NA,2020-04-24,"Abuja"
"394","Nigeria",NA,NA,3,NA,2020-04-26,"Abuja"
"395","Nigeria",NA,NA,16,NA,2020-04-27,"Abuja"
"396","Nigeria",NA,NA,1,NA,2020-04-28,"Abuja"
"397","Nigeria",NA,NA,16,NA,2020-04-29,"Abuja"
"398","Nigeria",NA,NA,4,NA,2020-04-30,"Abuja"
"399","Nigeria",NA,NA,36,NA,2020-05-01,"Abuja"
"400","Nigeria",NA,NA,52,NA,2020-05-02,"Abuja"
"401","Nigeria",NA,NA,12,NA,2020-05-03,"Abuja"
"402","Nigeria",NA,NA,19,NA,2020-05-04,"Abuja"
"403","Nigeria",NA,NA,10,NA,2020-05-05,"Abuja"
"404","Nigeria",NA,NA,9,NA,2020-05-06,"Abuja"
"405","Nigeria",NA,NA,20,NA,2020-05-08,"Abuja"
"406","Nigeria",NA,NA,7,NA,2020-05-09,"Abuja"
"407","Nigeria",NA,NA,13,NA,2020-05-10,"Abuja"
"408","Nigeria",NA,NA,3,NA,2020-05-11,"Abuja"
"409","Nigeria",NA,NA,1,NA,2020-05-12,"Abuja"
"410","Nigeria",NA,NA,10,NA,2020-05-13,"Abuja"
"411","Nigeria",NA,NA,9,NA,2020-05-14,"Abuja"
"412","Nigeria",NA,NA,7,NA,2020-05-15,"Abuja"
